,Location,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Car_Companies,Car_model
674,Jaipur,Diesel,Manual,26.59,1248.0,74.0,5.0,6.25,Maruti,swift
678,Jaipur,Diesel,Manual,22.32,1582.0,126.32,5.0,5.25,Hyundai,verna
679,Kochi,Diesel,Manual,28.09,1248.0,88.5,5.0,7.4,Maruti,ciaz
683,Bangalore,Diesel,Manual,25.8,1498.0,98.6,5.0,4.7,Honda,amaze
684,Hyderabad,Diesel,Manual,22.54,1396.0,88.73,5.0,6.5,Hyundai,i20
685,Hyderabad,Diesel,Manual,21.1,1248.0,73.9,5.0,3.55,Maruti,ritz
688,Pune,Diesel,Manual,24.3,1248.0,88.5,5.0,7.99,Maruti,vitara
695,Bangalore,Diesel,Manual,22.77,1498.0,98.59,5.0,6.6,Ford,ecosport
697,Bangalore,Diesel,Manual,13.68,2393.0,147.8,7.0,18.75,Toyota,innova
698,Jaipur,Diesel,Manual,20.0,1399.0,68.0,5.0,1.28,Ford,figo
710,Jaipur,Diesel,Manual,20.46,1461.0,83.8,5.0,7.5,Renault,duster
720,Bangalore,Diesel,Manual,25.44,936.0,57.6,5.0,2.65,Chevrolet,beat
722,Kolkata,Diesel,Manual,19.01,1461.0,108.5,5.0,6.25,Nissan,terrano
725,Jaipur,Diesel,Manual,17.72,1968.0,108.5,5.0,11.0,Skoda,yeti
728,Pune,Diesel,Manual,15.0,1248.0,88.5,5.0,8.5,Maruti,s
731,Kolkata,Diesel,Manual,24.0,1186.0,73.97,5.0,4.9,Hyundai,grand
734,Kolkata,Diesel,Manual,25.2,1248.0,74.0,5.0,2.9,Maruti,swift
735,Coimbatore,Diesel,Manual,27.39,1248.0,74.0,5.0,7.83,Maruti,baleno
736,Kochi,Diesel,Manual,14.0,2179.0,138.1,7.0,8.15,Tata,safari
738,Hyderabad,Diesel,Manual,25.2,1248.0,74.0,5.0,6.25,Maruti,swift
739,Bangalore,Diesel,Manual,17.8,1248.0,98.35133885102239,5.0,3.4,Maruti,swift
741,Ahmedabad,Diesel,Manual,25.47,1248.0,88.5,7.0,7.75,Maruti,ertiga
743,Delhi,Diesel,Manual,25.2,1248.0,74.0,5.0,4.9,Maruti,swift
747,Chennai,Diesel,Manual,17.2,1396.0,53.5,5.0,1.15,Tata,indica
753,Chennai,Diesel,Manual,18.3,1991.0,147.9,5.0,4.2,Chevrolet,cruze
754,Ahmedabad,Diesel,Manual,15.1,2179.0,140.0,7.0,9.9,Mahindra,xuv500
762,Kolkata,Diesel,Manual,25.5,1498.0,99.0,5.0,2.5,Ford,figo
767,Jaipur,Diesel,Manual,17.9,1998.0,163.7,5.0,7.75,Chevrolet,cruze
768,Chennai,Diesel,Manual,12.7,2609.0,116.6,8.0,1.94,Mahindra,scorpio
769,Hyderabad,Diesel,Manual,25.0,1396.0,69.0,5.0,2.2,Tata,indica
771,Chennai,Diesel,Manual,12.8,2494.0,102.0,8.0,15.65,Toyota,innova
774,Ahmedabad,Diesel,Manual,12.8,2494.0,102.0,8.0,8.85,Toyota,innova
775,Bangalore,Diesel,Manual,12.55,2982.0,168.5,7.0,17.9,Toyota,fortuner
777,Bangalore,Diesel,Manual,22.32,1582.0,126.32,5.0,6.25,Hyundai,verna
780,Pune,Diesel,Manual,17.8,1399.0,68.0,5.0,2.05,Ford,fiesta
781,Coimbatore,Diesel,Manual,20.0,1399.0,68.0,5.0,4.08,Ford,figo
789,Coimbatore,Diesel,Manual,16.0,2179.0,140.0,7.0,15.54,Mahindra,xuv500
792,Jaipur,Diesel,Manual,13.1,2499.0,141.0,7.0,3.9,Ford,endeavour
793,Hyderabad,Diesel,Manual,22.32,1582.0,126.32,5.0,5.2,Hyundai,verna
797,Mumbai,Diesel,Manual,23.65,1248.0,88.5,5.0,9.75,Maruti,sx4
799,Hyderabad,Diesel,Manual,22.07,1199.0,73.9,5.0,4.1,Volkswagen,polo
800,Hyderabad,Diesel,Manual,12.55,2982.0,168.5,7.0,11.99,Toyota,fortuner
801,Kochi,Diesel,Manual,16.0,2179.0,140.0,7.0,13.54,Mahindra,xuv500
804,Pune,Diesel,Manual,23.4,1248.0,74.0,5.0,4.75,Maruti,swift
809,Hyderabad,Diesel,Manual,27.4,1498.0,98.6,5.0,8.5,Honda,amaze
811,Chennai,Diesel,Manual,24.2,1498.0,98.6,7.0,5.5,Honda,mobilio
812,Kochi,Diesel,Manual,20.77,1248.0,88.8,7.0,6.56,Maruti,ertiga
814,Pune,Diesel,Manual,13.1,2446.0,75.0,10.0,3.5,Toyota,qualis
825,Mumbai,Diesel,Manual,21.66,1498.0,108.62,5.0,6.45,Volkswagen,ameo
826,Ahmedabad,Diesel,Manual,22.07,1199.0,73.9,5.0,4.25,Volkswagen,polo
831,Chennai,Diesel,Manual,22.54,1396.0,88.73,5.0,7.3,Hyundai,i20
833,Bangalore,Diesel,Manual,22.54,1396.0,88.73,5.0,8.2,Hyundai,i20
835,Pune,Diesel,Manual,20.0,1399.0,68.05,5.0,4.25,Ford,figo
837,Kochi,Diesel,Manual,24.0,1120.0,70.0,5.0,4.58,Hyundai,grand
838,Chennai,Diesel,Manual,14.02,2179.0,118.3,7.0,7.5,Mahindra,xylo
844,Jaipur,Diesel,Manual,20.54,1598.0,103.6,5.0,6.25,Volkswagen,vento
846,Mumbai,Diesel,Manual,20.77,1248.0,88.8,7.0,7.25,Maruti,ertiga
847,Hyderabad,Diesel,Manual,20.0,1399.0,68.05,5.0,3.2,Ford,figo
850,Pune,Diesel,Manual,13.68,2393.0,147.8,7.0,18.6,Toyota,innova
855,Jaipur,Diesel,Manual,17.0,1896.0,105.0,5.0,3.11,Skoda,laura
857,Coimbatore,Diesel,Manual,22.32,1582.0,126.32,5.0,7.11,Hyundai,verna
858,Chennai,Diesel,Manual,24.5,1498.0,98.6,7.0,6.9,Honda,mobilio
860,Kolkata,Diesel,Manual,12.8,2494.0,102.0,8.0,5.5,Toyota,innova
862,Chennai,Diesel,Manual,13.6,2523.0,63.0,7.0,4.5,Mahindra,bolero
863,Jaipur,Diesel,Manual,20.34,1498.0,103.2,5.0,4.75,Volkswagen,vento
867,Mumbai,Diesel,Manual,11.5,2982.0,171.0,7.0,10.99,Toyota,fortuner
869,Jaipur,Diesel,Manual,25.4,1186.0,73.97,5.0,5.9,Hyundai,xcent
876,Jaipur,Diesel,Manual,25.1,1498.0,98.6,5.0,6.75,Honda,city
877,Kochi,Diesel,Manual,25.1,1498.0,98.6,5.0,6.96,Honda,city
879,Hyderabad,Diesel,Manual,28.4,1248.0,74.0,5.0,8.65,Maruti,swift
881,Delhi,Diesel,Manual,15.1,2179.0,140.0,7.0,5.5,Mahindra,xuv500
888,Mumbai,Diesel,Manual,21.64,1461.0,84.8,5.0,4.25,Nissan,sunny
890,Bangalore,Diesel,Manual,23.4,1248.0,74.0,5.0,6.85,Maruti,swift
891,Delhi,Diesel,Manual,25.8,1498.0,98.6,5.0,4.5,Honda,amaze
892,Delhi,Diesel,Manual,28.4,1248.0,74.0,5.0,3.55,Maruti,swift
894,Hyderabad,Diesel,Manual,10.5,2609.0,120.0,7.0,3.6,Mahindra,scorpio
896,Mumbai,Diesel,Manual,13.0,2982.0,168.5,7.0,13.5,Toyota,fortuner
900,Coimbatore,Diesel,Manual,26.0,1498.0,98.6,5.0,8.07,Honda,city
901,Kochi,Diesel,Manual,19.33,1968.0,138.1,5.0,5.64,Volkswagen,jetta
903,Coimbatore,Diesel,Manual,20.77,1248.0,88.76,7.0,7.5,Maruti,ertiga
905,Mumbai,Diesel,Manual,19.3,1248.0,73.9,5.0,2.85,Maruti,swift
906,Pune,Diesel,Manual,19.01,1461.0,108.45,5.0,6.35,Renault,duster
907,Hyderabad,Diesel,Manual,21.1,1248.0,73.9,5.0,3.3,Maruti,ritz
909,Coimbatore,Diesel,Manual,22.9,1248.0,74.0,5.0,6.46,Maruti,swift
916,Hyderabad,Diesel,Manual,19.3,1248.0,73.9,5.0,3.65,Maruti,swift
917,Mumbai,Diesel,Manual,14.07,1978.0,83.1,10.0,5.25,Tata,sumo
920,Delhi,Diesel,Manual,25.0,1396.0,69.01,5.0,2.5,Tata,indigo
923,Delhi,Diesel,Manual,11.5,2982.0,171.0,7.0,10.85,Toyota,fortuner
927,Kolkata,Diesel,Manual,19.67,1582.0,126.2,5.0,9.25,Hyundai,creta
929,Chennai,Diesel,Manual,22.77,1498.0,98.59,5.0,7.0,Ford,ecosport
934,Kolkata,Diesel,Manual,23.59,1364.0,98.35133885102239,5.0,2.95,Toyota,etios
935,Jaipur,Diesel,Manual,19.87,1461.0,83.8,5.0,5.75,Renault,duster
938,Coimbatore,Diesel,Manual,19.67,1582.0,126.2,5.0,13.55,Hyundai,creta
940,Mumbai,Diesel,Manual,16.3,1956.0,170.0,5.0,20.0,Jeep,compass
942,Kolkata,Diesel,Manual,27.39,1248.0,74.0,5.0,6.5,Maruti,baleno
943,Ahmedabad,Diesel,Manual,28.09,1248.0,88.5,5.0,7.5,Maruti,ciaz
945,Coimbatore,Diesel,Manual,22.7,1582.0,126.24,5.0,8.44,Hyundai,elantra
946,Bangalore,Diesel,Manual,13.5,2477.0,175.56,7.0,12.49,Mitsubishi,pajero
949,Hyderabad,Diesel,Manual,16.8,1493.0,110.0,5.0,7.2,Hyundai,verna
950,Jaipur,Diesel,Manual,23.4,1248.0,74.0,5.0,4.8,Maruti,swift
951,Kochi,Diesel,Manual,25.32,1198.0,77.0,6.0,5.83,Mahindra,kuv
952,Coimbatore,Diesel,Manual,13.68,2393.0,147.8,7.0,18.39,Toyota,innova
954,Mumbai,Diesel,Manual,27.3,1498.0,98.6,5.0,6.21,Honda,jazz
956,Delhi,Diesel,Manual,23.0,1396.0,90.0,5.0,3.7,Hyundai,i20
965,Mumbai,Diesel,Manual,12.8,2494.0,102.0,8.0,9.45,Toyota,innova
970,Hyderabad,Diesel,Manual,21.1,1248.0,73.9,5.0,3.6,Maruti,ritz
974,Chennai,Diesel,Manual,22.07,1199.0,73.9,5.0,4.8,Volkswagen,polo
977,Bangalore,Diesel,Manual,25.44,936.0,57.6,5.0,2.4,Chevrolet,beat
982,Bangalore,Diesel,Manual,22.77,1498.0,98.59,5.0,7.0,Ford,ecosport
990,Kolkata,Diesel,Manual,27.3,1498.0,98.6,5.0,5.85,Honda,jazz
991,Delhi,Diesel,Manual,28.09,1248.0,88.5,5.0,8.9,Maruti,ciaz
1006,Jaipur,Diesel,Manual,25.0,1396.0,69.01,5.0,2.8,Tata,indigo
1007,Hyderabad,Diesel,Manual,22.54,1396.0,88.73,5.0,6.2,Hyundai,i20
1009,Hyderabad,Diesel,Manual,25.2,1248.0,74.0,5.0,6.1,Maruti,swift
1010,Coimbatore,Diesel,Manual,23.0,1498.0,98.96,5.0,11.65,Ford,ecosport
1012,Chennai,Diesel,Manual,13.68,2393.0,147.8,7.0,16.5,Toyota,innova
1013,Bangalore,Diesel,Manual,10.5,2179.0,120.0,8.0,4.3,Mahindra,scorpio
1015,Ahmedabad,Diesel,Manual,22.32,1582.0,126.32,5.0,6.75,Hyundai,verna
1016,Chennai,Diesel,Manual,15.1,2179.0,140.0,7.0,9.4,Mahindra,xuv500
1017,Coimbatore,Diesel,Manual,20.64,1498.0,108.5,5.0,5.39,Volkswagen,vento
1018,Kochi,Diesel,Manual,26.59,1248.0,74.0,5.0,8.51,Maruti,swift
1020,Kolkata,Diesel,Manual,22.9,1248.0,74.0,5.0,2.5,Maruti,swift
1021,Chennai,Diesel,Manual,22.07,1199.0,73.9,5.0,4.75,Volkswagen,polo
1023,Bangalore,Diesel,Manual,23.0,1396.0,90.0,5.0,5.5,Hyundai,i20
1025,Kochi,Diesel,Manual,25.44,936.0,57.6,5.0,2.47,Chevrolet,beat
1027,Delhi,Diesel,Manual,11.57,2179.0,138.1,7.0,3.5,Tata,new
1030,Kochi,Diesel,Manual,14.24,2755.0,174.5,7.0,13.28,Toyota,fortuner
1032,Kochi,Diesel,Manual,20.37,1461.0,108.45,5.0,14.01,Renault,captur
1033,Coimbatore,Diesel,Manual,24.4,1120.0,71.0,5.0,6.99,Hyundai,xcent
1042,Chennai,Diesel,Manual,24.4,1120.0,71.0,5.0,3.5,Hyundai,xcent
1043,Kochi,Diesel,Manual,19.01,1461.0,108.5,5.0,7.61,Nissan,terrano
1046,Hyderabad,Diesel,Manual,12.99,2494.0,100.6,8.0,13.5,Toyota,innova
1048,Kolkata,Diesel,Manual,22.77,1498.0,98.59,5.0,4.9,Ford,ecosport
1051,Kolkata,Diesel,Manual,22.07,1199.0,73.9,5.0,3.8,Volkswagen,polo
1053,Hyderabad,Diesel,Manual,22.7,1498.0,89.84,5.0,7.2,Ford,ecosport
1055,Delhi,Diesel,Manual,26.59,1248.0,74.0,5.0,4.15,Maruti,swift
1056,Coimbatore,Diesel,Manual,25.1,1248.0,88.5,5.0,7.94,Maruti,s-cross
1057,Pune,Diesel,Manual,19.01,1461.0,108.45,5.0,7.25,Renault,duster
1060,Chennai,Diesel,Manual,25.44,936.0,57.6,5.0,1.5,Chevrolet,beat
1061,Delhi,Diesel,Manual,16.0,1997.0,140.0,7.0,12.0,Mahindra,xuv500
1063,Hyderabad,Diesel,Manual,13.93,2179.0,138.0,7.0,3.6,Tata,new
1066,Jaipur,Diesel,Manual,17.5,1896.0,106.0,5.0,4.25,Skoda,laura
1068,Pune,Diesel,Manual,23.59,1364.0,98.35133885102239,5.0,2.6,Toyota,etios
1069,Kolkata,Diesel,Manual,23.4,1248.0,74.0,5.0,3.85,Maruti,swift
1070,Kochi,Diesel,Manual,23.0,1396.0,90.0,5.0,3.48,Hyundai,i20
1071,Hyderabad,Diesel,Manual,25.83,1498.0,99.0,5.0,4.55,Ford,figo
1072,Pune,Diesel,Manual,25.47,1248.0,88.5,7.0,7.0,Maruti,ertiga
1073,Ahmedabad,Diesel,Manual,20.77,1248.0,88.8,7.0,5.75,Maruti,ertiga
1077,Kochi,Diesel,Manual,24.3,1248.0,88.5,5.0,10.49,Maruti,vitara
1079,Pune,Diesel,Manual,22.9,1248.0,74.0,5.0,7.55,Maruti,swift
1082,Mumbai,Diesel,Manual,19.4,1422.0,70.0,5.0,2.75,Skoda,fabia
1083,Kolkata,Diesel,Manual,21.43,1364.0,87.2,5.0,7.35,Toyota,corolla
1094,Kolkata,Diesel,Manual,24.3,1248.0,88.5,5.0,6.5,Maruti,vitara
1096,Chennai,Diesel,Manual,20.0,1497.0,115.0,5.0,7.25,Mahindra,xuv300
1097,Kochi,Diesel,Manual,22.0,1582.0,126.2,5.0,6.01,Hyundai,verna
1101,Chennai,Diesel,Manual,12.8,2494.0,102.0,7.0,9.2,Toyota,innova
1102,Pune,Diesel,Manual,16.8,1493.0,110.0,5.0,5.35,Hyundai,verna
1103,Delhi,Diesel,Manual,17.6,2179.0,153.86,7.0,12.0,Tata,hexa
1114,Hyderabad,Diesel,Manual,22.54,1396.0,88.73,5.0,6.85,Hyundai,i20
1115,Chennai,Diesel,Manual,23.59,1364.0,67.05,5.0,5.25,Toyota,etios
1116,Coimbatore,Diesel,Manual,21.43,1364.0,87.2,5.0,9.23,Toyota,corolla
1118,Hyderabad,Diesel,Manual,20.14,1498.0,88.8,5.0,5.19,Volkswagen,polo
1121,Pune,Diesel,Manual,17.8,1248.0,75.0,5.0,5.75,Maruti,swift
1125,Kolkata,Diesel,Manual,26.59,1248.0,74.0,5.0,3.89,Maruti,swift
1126,Coimbatore,Diesel,Manual,26.0,1498.0,98.6,5.0,11.73,Honda,city
1128,Jaipur,Diesel,Manual,17.2,1968.0,138.1,5.0,14.45,Skoda,superb
1129,Ahmedabad,Diesel,Manual,24.52,1248.0,88.5,7.0,8.7,Maruti,ertiga
1130,Kochi,Diesel,Manual,24.0,1120.0,70.0,5.0,5.04,Hyundai,grand
1131,Jaipur,Diesel,Manual,28.09,1248.0,88.5,5.0,8.5,Maruti,ciaz
1133,Mumbai,Diesel,Manual,20.5,1248.0,91.72,5.0,5.65,Fiat,avventura
1142,Chennai,Diesel,Manual,18.0,1248.0,75.0,5.0,1.75,Tata,indica
1143,Bangalore,Diesel,Manual,17.8,1248.0,98.35133885102239,5.0,5.6,Maruti,swift
1145,Coimbatore,Diesel,Manual,15.1,2179.0,140.0,7.0,9.57,Mahindra,xuv500
1146,Mumbai,Diesel,Manual,15.96,2523.0,62.1,7.0,3.5,Mahindra,bolero
1147,Coimbatore,Diesel,Manual,24.3,1248.0,88.5,5.0,10.46,Maruti,vitara
1148,Pune,Diesel,Manual,20.5,1248.0,91.72,5.0,4.85,Fiat,avventura
1158,Chennai,Diesel,Manual,21.5,1248.0,88.8,5.0,3.5,Maruti,sx4
1164,Chennai,Diesel,Manual,22.7,1598.0,118.0,5.0,8.25,Maruti,sx4
1172,Hyderabad,Diesel,Manual,25.2,1248.0,74.0,5.0,5.95,Maruti,swift
1176,Pune,Diesel,Manual,19.0,1248.0,93.0,5.0,2.25,Fiat,linea
1180,Ahmedabad,Diesel,Manual,26.0,1498.0,98.6,5.0,5.7,Honda,city
1181,Ahmedabad,Diesel,Manual,12.99,2494.0,100.0,8.0,8.0,Toyota,innova
1186,Jaipur,Diesel,Manual,25.2,1248.0,74.0,5.0,5.9,Maruti,swift
1191,Coimbatore,Diesel,Manual,23.59,1364.0,67.04,5.0,6.55,Toyota,etios
1193,Kolkata,Diesel,Manual,20.0,1399.0,68.05,5.0,2.65,Ford,figo
1197,Hyderabad,Diesel,Manual,13.68,2393.0,147.8,7.0,20.4,Toyota,innova
1200,Mumbai,Diesel,Manual,13.5,2477.0,175.56,7.0,12.75,Mitsubishi,pajero
1203,Coimbatore,Diesel,Manual,20.54,1598.0,103.6,5.0,5.9,Volkswagen,vento
1206,Mumbai,Diesel,Manual,20.77,1248.0,88.76,7.0,7.75,Maruti,ertiga
1207,Chennai,Diesel,Manual,12.99,2494.0,100.6,7.0,13.9,Toyota,innova
1213,Mumbai,Diesel,Manual,20.0,1399.0,68.05,5.0,3.25,Ford,figo
1221,Chennai,Diesel,Manual,12.8,1489.0,35.5,5.0,1.35,Ambassador,classic
1222,Coimbatore,Diesel,Manual,12.05,2179.0,120.0,8.0,6.32,Mahindra,scorpio
1223,Kolkata,Diesel,Manual,20.54,1598.0,103.6,5.0,3.4,Volkswagen,vento
1230,Ahmedabad,Diesel,Manual,21.43,1364.0,86.79,5.0,6.5,Toyota,corolla
1231,Bangalore,Diesel,Manual,16.0,2179.0,140.0,7.0,9.45,Mahindra,xuv500
1232,Mumbai,Diesel,Manual,24.4,1120.0,71.0,5.0,4.0,Hyundai,xcent
1238,Mumbai,Diesel,Manual,21.9,1396.0,88.8,5.0,4.65,Hyundai,i20
1240,Pune,Diesel,Manual,21.1,1248.0,73.9,5.0,4.35,Maruti,ritz
1241,Coimbatore,Diesel,Manual,19.67,1582.0,126.2,5.0,14.82,Hyundai,creta
1243,Chennai,Diesel,Manual,14.95,2489.0,93.7,7.0,6.15,Mahindra,xylo
1244,Ahmedabad,Diesel,Manual,12.99,2494.0,100.6,7.0,11.25,Toyota,innova
1247,Kochi,Diesel,Manual,28.4,1248.0,74.0,5.0,6.24,Maruti,swift
1248,Chennai,Diesel,Manual,20.77,1248.0,88.76,7.0,4.8,Maruti,ertiga
1255,Hyderabad,Diesel,Manual,22.9,1248.0,74.0,5.0,6.95,Maruti,swift
1257,Kolkata,Diesel,Manual,16.0,2179.0,140.0,7.0,7.0,Mahindra,xuv500
1261,Kochi,Diesel,Manual,21.27,1396.0,88.76,5.0,6.45,Hyundai,i20
1267,Chennai,Diesel,Manual,23.03,1396.0,69.0,5.0,2.3,Tata,indigo
1272,Ahmedabad,Diesel,Manual,14.24,2755.0,174.5,7.0,18.9,Toyota,fortuner
1281,Kochi,Diesel,Manual,24.0,1120.0,70.0,5.0,5.99,Hyundai,grand
1286,Hyderabad,Diesel,Manual,22.07,1199.0,73.9,5.0,4.85,Volkswagen,polo
1289,Jaipur,Diesel,Manual,25.1,1498.0,98.6,5.0,6.9,Honda,city
1290,Hyderabad,Diesel,Manual,20.0,1399.0,68.05,5.0,3.5,Ford,figo
1291,Delhi,Diesel,Manual,12.99,2494.0,100.6,7.0,12.5,Toyota,innova
1297,Kolkata,Diesel,Manual,20.4,1248.0,91.7,5.0,2.6,Fiat,linea
1300,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,7.0,12.0,Toyota,innova
1301,Mumbai,Diesel,Manual,28.4,1248.0,74.0,5.0,5.25,Maruti,swift
1307,Ahmedabad,Diesel,Manual,17.0,1405.0,70.0,5.0,2.9,Tata,indigo
1310,Hyderabad,Diesel,Manual,19.7,1598.0,103.6,5.0,4.5,Volkswagen,polo
1311,Delhi,Diesel,Manual,24.0,1120.0,70.0,5.0,3.49,Hyundai,grand
1312,Delhi,Diesel,Manual,25.2,1248.0,74.0,5.0,4.25,Maruti,swift
1313,Chennai,Diesel,Manual,24.0,1396.0,88.76,5.0,1.9,Hyundai,verna
1317,Jaipur,Diesel,Manual,19.5,1248.0,75.0,5.0,2.5,Fiat,linea
1326,Jaipur,Diesel,Manual,22.7,1498.0,89.84,5.0,5.75,Ford,ecosport
1330,Coimbatore,Diesel,Manual,15.1,2179.0,140.0,7.0,11.05,Mahindra,xuv500
1331,Delhi,Diesel,Manual,22.54,1396.0,88.73,5.0,4.83,Hyundai,i20
1333,Chennai,Diesel,Manual,21.27,1396.0,88.76,5.0,4.5,Hyundai,i20
1339,Coimbatore,Diesel,Manual,26.0,1498.0,98.6,5.0,8.18,Honda,city
1341,Jaipur,Diesel,Manual,28.09,1248.0,88.5,5.0,7.1,Maruti,ciaz
1342,Pune,Diesel,Manual,26.59,1248.0,74.0,5.0,7.05,Maruti,swift
1347,Bangalore,Diesel,Manual,12.05,2179.0,120.0,9.0,4.1,Mahindra,scorpio
1353,Ahmedabad,Diesel,Manual,12.99,2494.0,100.0,7.0,7.9,Toyota,innova
1364,Kolkata,Diesel,Manual,24.2,1498.0,98.6,7.0,4.7,Honda,mobilio
1365,Jaipur,Diesel,Manual,18.8,1248.0,90.0,5.0,1.6,Tata,manza
1366,Pune,Diesel,Manual,16.52,1991.0,123.7,5.0,3.34,Chevrolet,optra
1369,Hyderabad,Diesel,Manual,22.0,1582.0,126.2,5.0,2.5,Hyundai,verna
1371,Jaipur,Diesel,Manual,22.32,1582.0,126.32,5.0,5.75,Hyundai,verna
1376,Delhi,Diesel,Manual,27.39,1248.0,74.0,5.0,6.75,Maruti,baleno
1377,Coimbatore,Diesel,Manual,26.0,1498.0,98.6,5.0,7.75,Honda,city
1378,Kochi,Diesel,Manual,22.54,1396.0,88.76,5.0,4.4,Hyundai,i20
1380,Kochi,Diesel,Manual,19.01,1461.0,108.5,5.0,5.67,Nissan,terrano
1383,Jaipur,Diesel,Manual,17.1,1493.0,110.0,5.0,1.8,Hyundai,getz
1388,Pune,Diesel,Manual,17.8,1248.0,98.35133885102239,5.0,4.85,Maruti,swift
1391,Delhi,Diesel,Manual,22.32,1582.0,126.32,5.0,4.28,Hyundai,verna
1392,Coimbatore,Diesel,Manual,20.45,1461.0,83.8,5.0,5.67,Renault,duster
1395,Pune,Diesel,Manual,21.1,1248.0,73.9,5.0,3.0,Maruti,ritz
1400,Coimbatore,Diesel,Manual,22.7,1498.0,89.84,5.0,7.48,Ford,ecosport
1403,Jaipur,Diesel,Manual,22.07,1199.0,73.9,5.0,3.5,Volkswagen,polo
1404,Kolkata,Diesel,Manual,22.07,1199.0,73.9,5.0,2.59,Volkswagen,polo
1405,Kolkata,Diesel,Manual,20.77,1248.0,88.8,7.0,5.45,Maruti,ertiga
1406,Kolkata,Diesel,Manual,22.77,1498.0,98.59,5.0,6.0,Ford,ecosport
1409,Kolkata,Diesel,Manual,23.4,1248.0,74.0,5.0,4.75,Maruti,swift
1411,Ahmedabad,Diesel,Manual,16.8,1493.0,110.0,5.0,6.0,Hyundai,verna
1414,Pune,Diesel,Manual,22.3,1248.0,74.0,5.0,2.5,Tata,indica
1415,Delhi,Diesel,Manual,26.59,1248.0,74.0,5.0,5.5,Maruti,swift
1425,Bangalore,Diesel,Manual,19.01,1461.0,108.45,5.0,8.25,Renault,duster
1427,Kochi,Diesel,Manual,13.68,2393.0,147.8,7.0,19.92,Toyota,innova
1428,Kochi,Diesel,Manual,25.44,936.0,56.3,5.0,3.15,Chevrolet,beat
1434,Kolkata,Diesel,Manual,26.0,1498.0,98.6,5.0,5.0,Honda,city
1435,Mumbai,Diesel,Manual,16.0,2179.0,140.0,7.0,7.75,Mahindra,xuv500
1436,Chennai,Diesel,Manual,20.0,1399.0,68.0,5.0,2.6,Ford,figo
1439,Hyderabad,Diesel,Manual,12.99,2494.0,100.0,7.0,9.6,Toyota,innova
1440,Mumbai,Diesel,Manual,20.46,1461.0,83.8,5.0,5.5,Renault,duster
1441,Mumbai,Diesel,Manual,12.99,2494.0,100.6,8.0,9.35,Toyota,innova
1447,Chennai,Diesel,Manual,23.5,1498.0,88.7,5.0,3.5,Ford,fiesta
1454,Kochi,Diesel,Manual,17.3,1998.0,163.7,5.0,6.02,Chevrolet,cruze
1457,Kolkata,Diesel,Manual,23.08,1461.0,63.1,5.0,2.4,Nissan,micra
1459,Delhi,Diesel,Manual,23.4,1248.0,74.0,5.0,2.9,Maruti,swift
1462,Chennai,Diesel,Manual,25.8,1498.0,98.6,5.0,7.5,Honda,amaze
1465,Hyderabad,Diesel,Manual,23.2,1248.0,73.94,5.0,3.39,Maruti,ritz
1466,Kochi,Diesel,Manual,15.4,2179.0,120.0,7.0,12.4,Mahindra,scorpio
1467,Chennai,Diesel,Manual,28.09,1248.0,88.5,5.0,6.85,Maruti,ciaz
1468,Pune,Diesel,Manual,21.43,1364.0,138.0,5.0,5.75,Toyota,corolla
1469,Chennai,Diesel,Manual,25.0,1396.0,69.0,5.0,2.0,Tata,indica
1480,Kolkata,Diesel,Manual,22.1,1248.0,74.0,5.0,2.48,Chevrolet,sail
1481,Kolkata,Diesel,Manual,12.8,2494.0,102.0,8.0,6.0,Toyota,innova
1482,Mumbai,Diesel,Manual,11.5,2982.0,171.0,7.0,8.9,Toyota,fortuner
1485,Kolkata,Diesel,Manual,11.5,2982.0,171.0,7.0,8.99,Toyota,fortuner
1487,Kolkata,Diesel,Manual,23.0,1396.0,90.0,5.0,2.95,Hyundai,i20
1488,Mumbai,Diesel,Manual,21.02,1248.0,88.76,5.0,2.65,Tata,manza
1493,Delhi,Diesel,Manual,15.1,2179.0,140.0,7.0,6.25,Mahindra,xuv500
1494,Jaipur,Diesel,Manual,21.66,1498.0,108.62,5.0,5.8,Volkswagen,ameo
1503,Hyderabad,Diesel,Manual,27.39,1248.0,74.0,5.0,7.79,Maruti,baleno
1504,Kochi,Diesel,Manual,20.77,1248.0,88.76,7.0,8.27,Maruti,ertiga
1510,Delhi,Diesel,Manual,23.4,1248.0,74.0,5.0,3.95,Maruti,swift
1515,Kochi,Diesel,Manual,12.99,2494.0,100.6,8.0,13.48,Toyota,innova
1516,Hyderabad,Diesel,Manual,12.55,2982.0,168.5,7.0,32.1,Toyota,fortuner
1520,Pune,Diesel,Manual,21.64,1461.0,84.8,5.0,4.5,Nissan,sunny
1521,Chennai,Diesel,Manual,12.99,2494.0,100.6,8.0,10.5,Toyota,innova
1524,Mumbai,Diesel,Manual,16.0,2179.0,140.0,7.0,9.25,Mahindra,xuv500
1525,Chennai,Diesel,Manual,23.0,1498.0,98.96,5.0,7.7,Ford,ecosport
1526,Hyderabad,Diesel,Manual,17.72,1968.0,108.49,5.0,7.99,Skoda,yeti
1528,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,8.0,4.0,Toyota,innova
1529,Coimbatore,Diesel,Manual,20.65,1248.0,88.7,5.0,6.69,Tata,zest
